family_group|ssn_hash|vendor_member_key|given_name|surname|birth_dt|street|town|province|postal|relation|med_plan|tier|active_flag|audit_source_system|audit_load_ts
FAM1110|SSND3C121794368|VB-S1110|David|Weiss|19971028|7 Allenby|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1110|SSN98416A62D1F3|VB-D1110-01|Sam|Weiss|20130219|7 Allenby|Petah Tikva|PT|4950007|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1110|SSN36C12AF32F36|VB-D1110-02|Hila|Weiss|20100610|7 Allenby|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1111|SSN9049E0529234|VB-E1111|Tomer|Green|19740913|90 King George|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1111|SSNA4F26DFBFC9D|VB-S1111|Eli|Green|20070322|90 King George|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1111|SSN21F93C395743|VB-D1111-01|Tomer|Green|20160221|90 King George|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1112|SSN2A6A1DD5C2D8|VB-D1112-01|Yael|Friedman|20110405|55 Ibn Gabirol|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1113|SSN5F9204B9F2E8|VB-E1113|Maya|Nissan|20040927|10 HaNassi|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1114|SSNDC9710B3ADEB|VB-E1114|Shira|Shapiro|19930705|5 Allenby|Petah Tikva|PT|4950007|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1114|SSNB945E2E4CC4B|VB-S1114|Sarah|Shapiro|19991026|5 Allenby|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1114|SSN0F01298370CD|VB-D1114-01|Matan|Shapiro|20101215|5 Allenby|Petah Tikva|PT|4950007|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1115|SSNE300DD183F44|VB-E1115|Yasmin|Ben-David|19940525|53 Allenby|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1115|SSN33B547445549|VB-D1115-01|Itai|Ben-David|20110908|53 Allenby|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1115|SSN46B9108218E3|VB-D1115-02|Rina|Ben-David|20150412|53 Allenby|Tel Aviv|TA|6100001|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1115|SSN37B0A6AE4540|VB-D1115-03|Hila|Ben-David|20150825|53 Allenby|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1116|SSNBF1E70402093|VB-E1116|Zoe|Peretz|20061005|49 Ibn Gabirol|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1116|SSNA792A4389FDE|VB-D1116-01|Noa|Peretz|20150618|49 Ibn Gabirol|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1116|SSN15270C7BF07E|VB-D1116-02|Lior|Peretz|20091228|49 Ibn Gabirol|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1116|SSN437E87C0AAAB|VB-D1116-03|Tal|Peretz|20090503|49 Ibn Gabirol|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1117|SSN90850DD19B4D|VB-E1117|Sam|Biton|19600427|35 Rothschild|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1117|SSNCADE77E8BE12|VB-S1117|Dan|Biton|19560702|35 Rothschild|Jerusalem|JM|9100002|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1117|SSN27D2914B7086|VB-D1117-01|Leah|Biton|20160608|35 Rothschild|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1117|SSN5C989EF5A095|VB-D1117-02|Leah|Biton|20090608|35 Rothschild|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1118|SSN5690182E493A|VB-E1118|Idan|Katz|20050305|41 Jaffa Rd|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1118|SSN3AAAE90C5FC0|VB-S1118|Lior|Katz|19851227|41 Jaffa Rd|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1119|SSN17674A9B572A|VB-E1119|Ava|Green|19560507|98 Rothschild|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1119|SSNC71804DC52E5|VB-D1119-01|Ron|Green|20160704|98 Rothschild|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1119|SSN44092DE53B75|VB-D1119-02|Gadi|Green|20120410|98 Rothschild|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1119|SSN0C74B1637519|VB-D1119-03|Maya|Green|20080414|98 Rothschild|Jerusalem|JM|9100002|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1120|SSN0541D313776B|VB-E1120|Sarah|Golan|19930901|80 Rothschild|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1120|SSN210105AD3C45|VB-S1120|Nadav|Golan|19701205|80 Rothschild|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1121|SSN8F2BB90E4709|VB-E1121|Yasmin|Berkowitz|19810322|55 Herzl St|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1121|SSN472CEE29AC9E|VB-S1121|Tal|Berkowitz|19780217|55 Herzl St|Haifa|HA|3320004|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1121|SSN039B632EFDDD|VB-D1121-01|Ron|Berkowitz|20160918|55 Herzl St|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1121|SSNFD24052AF1D2|VB-D1121-02|Ava|Berkowitz|20140802|55 Herzl St|Haifa|HA|3320004|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1122|SSN723CFE0CFD6A|VB-E1122|Ava|Adler|20050212|50 Allenby|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1122|SSNF3B424C9BD7F|VB-S1122|Hila|Adler|19950225|50 Allenby|Netanya|NT|4230008|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1122|SSN960107EA7472|VB-D1122-01|Nadav|Adler|20130302|50 Allenby|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1122|SSNCC64F83F6FDA|VB-D1122-02|Dan|Adler|20160627|50 Allenby|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1122|SSN6413380CB5DC|VB-D1122-03|Idan|Adler|20101115|50 Allenby|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1123|SSN7B24F58AB77F|VB-E1123|Liam|Ben-David|19570507|62 Dizengoff|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1123|SSNCFD8E9D5589B|VB-S1123|Omar|Ben-David|19570610|62 Dizengoff|Netanya|NT|4230008|spouse|STANDARD|basic|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1123|SSN4A0D4DACA341|VB-D1123-01|Tal|Ben-David|20140916|62 Dizengoff|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1124|SSNDF57A0E68842|VB-E1124|David|Levi|19960609|5 Ben Yehuda|Haifa|HA|3320004|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1124|SSNB05469FE09BF|VB-S1124|Dan|Levi|19820724|5 Ben Yehuda|Haifa|HA|3320004|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1125|SSN4B391E067429|VB-E1125|Yael|Golan|19780909|50 Allenby|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1125|SSN476E418A2CFC|VB-D1125-01|Iris|Golan|20140214|50 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1125|SSND74D60324401|VB-D1125-02|Shira|Golan|20100910|50 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1125|SSN84C8666DEC05|VB-D1125-03|Eli|Golan|20090211|50 Allenby|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1126|SSN26C0A89D40BD|VB-E1126|Tomer|Biton|19651215|38 HaNassi|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1126|SSN3648B26B1023|VB-S1126|Noa|Biton|20010620|38 HaNassi|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1126|SSNB11619821918|VB-D1126-01|Nina|Biton|20121126|38 HaNassi|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1126|SSNA26A6386F9EA|VB-D1126-02|Noa|Biton|20091121|38 HaNassi|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1127|SSN03CAC9E3FE81|VB-E1127|Hila|Mizrahi|19560328|47 Ibn Gabirol|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1127|SSN4E3C6F3D23BC|VB-S1127|Yoni|Mizrahi|19830105|47 Ibn Gabirol|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1127|SSND32FCEB665D2|VB-D1127-01|Liam|Mizrahi|20111112|47 Ibn Gabirol|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1127|SSN0A6B68B2BDAE|VB-D1127-02|Dan|Mizrahi|20141002|47 Ibn Gabirol|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1127|SSNB77595CC43EF|VB-D1127-03|Shira|Mizrahi|20101115|47 Ibn Gabirol|Rishon LeZion|RL|7530006|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1128|SSN8DDF60604A65|VB-S1128|Adam|Shapiro|19700201|48 Rothschild|Haifa|HA|3320004|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1128|SSND78A2B15A4B9|VB-D1128-01|Iris|Shapiro|20100817|48 Rothschild|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1129|SSNE60F40E75FFF|VB-E1129|Adam|Ben-David|19681010|72 Jaffa Rd|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1129|SSN3394A4FC6010|VB-S1129|Yael|Ben-David|19670205|72 Jaffa Rd|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1129|SSN1484699F61BF|VB-D1129-01|David|Ben-David|20090806|72 Jaffa Rd|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1130|SSN3D3F3CBDBCCE|VB-E1130|David|Katz|19970623|57 Jaffa Rd|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1130|SSNC769800B4594|VB-S1130|Ron|Katz|19730528|57 Jaffa Rd|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1130|SSN6E65422870E0|VB-D1130-01|Zoe|Katz|20100617|57 Jaffa Rd|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1131|SSN7D13AF32A131|VB-E1131|Yasmin|Golan|19560618|16 Ben Yehuda|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1131|SSN4D0014CB68EA|VB-S1131|Itai|Golan|20060905|16 Ben Yehuda|Jerusalem|JM|9100002|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1132|SSN67A96BF2539C|VB-E1132|Tomer|Golan|19880725|12 Jaffa Rd|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1132|SSNC7DC974062F4|VB-S1132|Nadav|Golan|19590311|12 Jaffa Rd|Petah Tikva|PT|4950007|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1132|SSN49CA85F49011|VB-D1132-01|Idan|Golan|20090815|12 Jaffa Rd|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1133|SSN40C129C0A20A|VB-E1133|Sarah|Weiss|19951006|67 Allenby|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1134|SSN3C6167AD6C60|VB-E1134|Noa|Haddad|19880310|56 Ibn Gabirol|Jerusalem|JM|9100002|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1135|SSN72E309157A82|VB-S1135|Zoe|Friedman|19921005|82 Ibn Gabirol|Jerusalem|JM|9100002|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1136|SSN517187EDD27D|VB-E1136|Shira|Katz|19910127|85 Arlozorov|Jerusalem|JM|9100002|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1136|SSN0244D2B9E8E0|VB-D1136-01|Liam|Katz|20081125|85 Arlozorov|Jerusalem|JM|9100002|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1136|SSN21B670DF6E94|VB-D1136-02|Nadav|Katz|20121107|85 Arlozorov|Jerusalem|JM|9100002|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1137|SSN94D7FDB03CFD|VB-E1137|Yael|Hazan|19890521|54 Arlozorov|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1137|SSNFFC46D7DB02C|VB-D1137-01|Yael|Hazan|20111113|54 Arlozorov|Petah Tikva|PT|4950007|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1138|SSN555DDDE06EC2|VB-E1138|Zoe|Ben-David|19810815|59 Jaffa Rd|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1138|SSN50E97A34AAFF|VB-S1138|Shira|Ben-David|19640628|59 Jaffa Rd|Haifa|HA|3320004|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1139|SSNFC906B0A0293|VB-E1139|Sam|Adler|19870904|41 Allenby|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1139|SSNCAF624BCB2E2|VB-S1139|Itai|Adler|19620515|41 Allenby|Netanya|NT|4230008|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1139|SSND11B105885EF|VB-D1139-01|Yasmin|Adler|20100202|41 Allenby|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1140|SSN70460334A02C|VB-E1140|David|Mizrahi|20070619|50 Arlozorov|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1140|SSN0CB45576D630|VB-D1140-01|Omar|Mizrahi|20100817|50 Arlozorov|Haifa|HA|3320004|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1140|SSNF60485CD48EB|VB-D1140-03|Ava|Mizrahi|20090717|50 Arlozorov|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1141|SSN90AF289CBDF8|VB-E1141|Noa|Levi|19730820|31 Ben Yehuda|Rishon LeZion|RL|7530006|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1141|SSNF6B98B78A28C|VB-D1141-01|Idan|Levi|20150518|31 Ben Yehuda|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1142|SSNDB68697BD5DF|VB-E1142|Adam|Adler|20030712|14 King George|Tel Aviv|TA|6100001|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1142|SSN9A740EFBF097|VB-S1142|Noa|Adler|19910907|14 King George|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1143|SSN6897DA1B09A1|VB-E1143|Tal|Ben-David|20030909|71 HaNassi|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1144|SSN8CE501E68561|VB-E1144|Dan|Shapiro|19671017|48 Allenby|Rishon LeZion|RL|7530006|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1144|SSNF4A8B0702D4A|VB-S1144|Noa|Shapiro|19570105|48 Allenby|Rishon LeZion|RL|7530006|spouse|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1145|SSN1409A05396A7|VB-E1145|Sam|Gold|19870311|43 Rothschild|Netanya|NT|4230008|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1145|SSN877FA623347B|VB-D1145-01|Eli|Gold|20100720|43 Rothschild|Netanya|NT|4230008|dependent|ULTRA|premium|false|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1145|SSN5CB5E84DC5B3|VB-D1145-02|Iris|Gold|20121011|43 Rothschild|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1145|SSN76BB9A28D127|VB-D1145-03|Tal|Gold|20160916|43 Rothschild|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1146|SSN9BBA7E1D4F53|VB-E1146|Ava|Adler|19761104|73 HaNassi|Netanya|NT|4230008|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1147|SSN8C342AFBD5D8|VB-E1147|Adam|Hazan|20051019|40 Herzl St|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1147|SSN83EC501D72D7|VB-S1147|Noa|Hazan|19920806|40 Herzl St|Petah Tikva|PT|4950007|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1148|SSNA2DF19A1A44D|VB-E1148|Leah|Shapiro|20071108|81 Arlozorov|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1148|SSN568719B29414|VB-S1148|Tomer|Shapiro|19620401|81 Arlozorov|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1149|SSN9B14573784FB|VB-E1149|Tomer|Peretz|19810925|41 King George|Rishon LeZion|RL|7530006|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1149|SSN23A909862697|VB-S1149|Yael|Peretz|20021202|41 King George|Rishon LeZion|RL|7530006|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1149|SSN215FF33A0D43|VB-D1149-01|Tomer|Peretz|20100907|41 King George|Rishon LeZion|RL|7530006|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1149|SSNCA2E653D421F|VB-D1149-02|Ron|Peretz|20131116|41 King George|Rishon LeZion|RL|7530006|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1150|SSN37C2AE6EDF30|VB-E1150|Itai|Weiss|19760912|49 Allenby|Petah Tikva|PT|4950007|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1150|SSNEF0E9B2B6188|VB-S1150|David|Weiss|20011121|49 Allenby|Petah Tikva|PT|4950007|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1151|SSN504C7F169B15|VB-E1151|Yasmin|Baron|19900508|34 Arlozorov|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1151|SSNC1718068DEB9|VB-D1151-01|Rina|Baron|20121207|34 Arlozorov|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1151|SSN47D31274E521|VB-D1151-02|Tomer|Baron|20150616|34 Arlozorov|Netanya|NT|4230008|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1151|SSNC139540375B7|VB-D1151-03|Dan|Baron|20161209|34 Arlozorov|Netanya|NT|4230008|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1152|SSN62C3D7D072F7|VB-E1152|Leah|Azulai|20070625|16 Arlozorov|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1153|SSN9FDF5110B428|VB-E1153|Iris|Golan|19680427|45 Rothschild|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1153|SSNF0E3D78B0A35|VB-S1153|Lior|Golan|19901209|45 Rothschild|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1153|SSN23289B8BDF4C|VB-D1153-01|Sam|Golan|20091024|45 Rothschild|Tel Aviv|TA|6100001|dependent|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1154|SSN5EDF27EE3D4D|VB-E1154|Matan|Nissan|19691108|31 Ben Yehuda|Petah Tikva|PT|4950007|employee|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1154|SSN4CCE70BBF6E3|VB-S1154|Nina|Nissan|19761216|31 Ben Yehuda|Petah Tikva|PT|4950007|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1155|SSNF915469C299C|VB-E1155|Ron|Mizrahi|20141116|88 Dizengoff|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1155|SSN60932ED3953B|VB-S1155|Omar|Mizrahi|20030511|88 Dizengoff|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1156|SSNCD6D8F08CACC|VB-E1156|Liam|Hazan|19910418|83 Herzl St|Haifa|HA|3320004|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1157|SSN06C70087F7C7|VB-E1157|Zoe|Levi|19800806|23 King George|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1158|SSN5435F1CA7821|VB-E1158|Shira|Haddad|19760515|5 Herzl St|Haifa|HA|3320004|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1158|SSN432E5458F360|VB-D1158-01|Ron|Haddad|20160805|5 Herzl St|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1158|SSNC1FAE8F9E1A5|VB-D1158-02|David|Haddad|20160809|5 Herzl St|Haifa|HA|3320004|dependent|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1159|SSN8DADB330D2F6|VB-E1159|Itai|Hazan|19711206|15 Allenby|Jerusalem|JM|9100002|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1159|SSNAD73D635EBBE|VB-S1159|Eli|Hazan|20050519|15 Allenby|Jerusalem|JM|9100002|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1160|SSN3D9D6F2261C5|VB-E1160|David|Hazan|19800717|97 Ben Yehuda|Netanya|NT|4230008|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1160|SSN0F2DFB653C76|VB-S1160|Leah|Hazan|19970206|97 Ben Yehuda|Netanya|NT|4230008|spouse|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1160|SSN72FA811917F5|VB-D1160-01|Sam|Hazan|20150608|97 Ben Yehuda|Netanya|NT|4230008|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1161|SSNA7AD734F8644|VB-E1161|Gadi|Baron|19760519|34 King George|Tel Aviv|TA|6100001|employee|BASIC_PLUS|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1162|SSN3E825A28FD53|VB-E1162|Noa|Haddad|19840506|34 Allenby|Tel Aviv|TA|6100001|employee|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1162|SSNC13C78B8368A|VB-S1162|Tal|Haddad|20000523|34 Allenby|Tel Aviv|TA|6100001|spouse|STANDARD|basic|true|VENDOR_B_CORE|2025-12-01T12:00:00
FAM1162|SSN170FCA1D9BE4|VB-D1162-01|Maya|Haddad|20120620|34 Allenby|Tel Aviv|TA|6100001|dependent|ULTRA|premium|true|VENDOR_B_CORE|2025-12-01T12:00:00
